Problem,Win Length,Optimisation Criterion,Opt Routes,Avg Routes,Extra Routes,Times,Dist,Idle,Dels/route,Len Route,Time Route,% Idle
P-n19-k2,7,TIME,2,2.6,0.3,645.8,677.4461767,12.4,6.923076923,37.6358987,35.87777778,0.019200991
P-n19-k2,7,DIST,2,3,0.5,875.2,546.6813071,326.9,6,30.37118373,48.62222222,0.373514625
P-n19-k2,7,IDLE,2,18,8,1512,1439.827745,0,1,79.99043028,84,0
P-n20-k2,7,ROUTES,2,2,0,915.5,870.5879315,130.4,9.5,45.82041745,48.18421053,0.142435827
P-n20-k2,7,TIME,2,2.3,0.15,685.6,722.2324301,8.9,8.260869565,38.01223316,36.08421053,0.01298133
P-n20-k2,7,DIST,2,2.3,0.15,812.8,560.0197071,259.8,8.260869565,29.47472143,42.77894737,0.319635827
P-n20-k2,7,IDLE,2,18.1,8.05,1571.1,1505.767887,0,1.049723757,79.25094145,82.68947368,0
P-n21-k2,7,ROUTES,2,2,0,1025.6,979.6691437,164.2,10,48.98345719,51.28,0.160101404
P-n21-k2,7,TIME,2,2.5,0.25,748.2,801.2436779,17.7,8,40.06218389,37.41,0.023656776
P-n21-k2,7,DIST,2,3,0.5,931.8,614.5831212,325,6.666666667,30.72915606,46.59,0.348787293
P-n21-k2,7,IDLE,2,18.8,8.4,1591.1,1525.661651,0,1.063829787,76.28308256,79.555,0
P-n22-k2,7,ROUTES,2,2,0,1015.2,963.8083607,163.2,10.5,45.89563622,48.34285714,0.160756501
P-n22-k2,7,TIME,2,2.7,0.35,771.2,795.3377236,34.3,7.777777778,37.87322493,36.72380952,0.044476141
P-n22-k2,7,DIST,2,2.9,0.45,888.5,623.4253429,277.7,7.24137931,29.68692109,42.30952381,0.31254924
P-n22-k2,7,IDLE,2,19.5,8.75,1670.6,1607.417838,0,1.076923077,76.54370655,79.55238095,0
P-n22-k8,7,ROUTES,8,8.5,0.0625,1879,1532.210897,461.6,2.470588235,72.96242367,89.47619048,0.245662586
P-n22-k8,7,TIME,8,10,0.25,1095.5,1078.818381,7.9,2.1,51.37230387,52.16666667,0.007211319
P-n22-k8,7,DIST,8,10.1,0.2625,1384.1,1029.935866,321.2,2.079207921,49.04456504,65.90952381,0.232064157
P-n22-k8,7,IDLE,8,18.7,1.3375,1774.4,1722.872534,0,1.122994652,82.04154924,84.4952381,0
P-n23-k8,7,ROUTES,8,9,0.125,1758.5,1274.526221,541.2,2.444444444,57.93301005,79.93181818,0.307762297
P-n23-k8,7,TIME,8,10.6,0.325,1072.6,1058.890833,2.3,2.075471698,48.13140151,48.75454545,0.002144322
P-n23-k8,7,DIST,8,10.2,0.275,1925.5,957.1127959,919.7,2.156862745,43.50512709,87.52272727,0.477642171
P-n23-k8,7,IDLE,8,22,1.75,1736,1647.780018,0,1,74.89909171,78.90909091,0
P-n40-k5,7,ROUTES,5,5.1,0.02,2527.1,2385.498557,469.4,7.647058824,61.16662966,64.7974359,0.185746508
P-n40-k5,7,TIME,5,9.8,0.96,1869.8,1950.120245,75.6,3.979591837,50.0030832,47.94358974,0.040432132
P-n40-k5,7,DIST,5,6.3,0.26,2391.4,1519.574054,959.9,6.19047619,38.96343729,61.31794872,0.401396671
P-n40-k5,7,IDLE,5,39,6.8,2949,2792.723661,0,1,71.608299,75.61538462,0
P-n45-k5,7,ROUTES,5,5.9,0.18,3043.2,2902.578459,559.9,7.457627119,65.96769225,69.16363636,0.183983964
P-n45-k5,7,TIME,5,9,0.8,2287,2368.427059,150.2,4.888888889,53.82788771,51.97727273,0.065675557
P-n45-k5,7,DIST,5,6.8,0.36,2915.7,1819.91471,1221.5,6.470588235,41.36169795,66.26590909,0.418938848
P-n45-k5,7,IDLE,5,44,7.8,3458,3283.696951,0,1,74.62947617,78.59090909,0
P-n50-k7,7,ROUTES,7,7.5,0.071428571,3477.3,3098.821386,808.5,6.533333333,63.24125278,70.96530612,0.23250798
P-n50-k7,7,TIME,7,12.5,0.785714286,2379.4,2476.237866,90.3,3.92,50.53546664,48.55918367,0.037950744
P-n50-k7,7,DIST,7,8.2,0.171428571,2887.2,1911.090064,1105.8,5.975609756,39.00183804,58.92244898,0.383000831
P-n50-k7,7,IDLE,7,49,6,3543,3348.830747,0,1,68.34348463,72.30612245,0
P-n50-k8,7,ROUTES,8,9,0.125,3613.7,3039.385707,961,5.444444444,62.02827973,73.74897959,0.265932424
P-n50-k8,7,TIME,8,12.2,0.525,2400.3,2486.885978,123.9,4.016393443,50.75277507,48.98571429,0.051618548
P-n50-k8,7,DIST,8,11.8,0.475,3030.2,1978.674427,1128.7,4.152542373,40.38111075,61.84081633,0.372483664
P-n50-k8,7,IDLE,8,49,5.125,3543,3348.830747,0,1,68.34348463,72.30612245,0
P-n50-k10,7,ROUTES,10,11,0.1,3597.7,3004.084806,943.6,4.454545455,61.30785319,73.42244898,0.262278678
P-n50-k10,7,TIME,10,17.9,0.79,2491.3,2497.321214,120.9,2.737430168,50.96573906,50.84285714,0.048528881
P-n50-k10,7,DIST,10,13.6,0.36,3390.6,2059.668815,1399.1,3.602941176,42.03405746,69.19591837,0.412640831
P-n50-k10,7,IDLE,10,49,3.9,3543,3348.830747,0,1,68.34348463,72.30612245,0
P-n51-k10,7,ROUTES,10,11,0.1,3628.2,3225.556732,789.4,4.545454545,64.51113463,72.564,0.217573452
P-n51-k10,7,TIME,10,17.9,0.79,2675.7,2745.422827,92.5,2.793296089,54.90845654,53.514,0.034570393
P-n51-k10,7,DIST,10,12.7,0.27,3124,2196.975898,1031.1,3.937007874,43.93951796,62.48,0.330057618
P-n51-k10,7,IDLE,10,50,4,3802,3603.521459,0,1,72.07042918,76.04,0
P-n55-k7,7,ROUTES,7,7.4,0.057142857,3576.4,3273.877227,753.2,7.297297297,60.62735605,66.22962963,0.210602841
P-n55-k7,7,TIME,7,12.3,0.757142857,2680.6,2675.187013,239.2,4.390243902,49.54050024,49.64074074,0.089233754
P-n55-k7,7,DIST,7,8.9,0.271428571,3247.8,2153.846765,1249.2,6.06741573,39.8860512,60.14444444,0.384629595
P-n55-k7,7,IDLE,7,54,6.714285714,3876,3662.50841,0,1,67.82422982,71.77777778,0
P-n55-k8,7,ROUTES,8,7.9,-0.0125,3527.9,3265.869349,700.4,6.835443038,60.47906202,65.33148148,0.198531704
P-n55-k8,7,TIME,8,11,0.375,2634.4,2719.523371,169.7,4.909090909,50.3615439,48.78518519,0.064416945
P-n55-k8,7,DIST,8,10.8,0.35,3029.8,2164.391488,992.7,5,40.08132386,56.10740741,0.327645389
P-n55-k8,7,IDLE,8,54,5.75,3876,3662.50841,0,1,67.82422982,71.77777778,0
P-n55-k10,7,ROUTES,10,10,0,3901.9,3320.20025,999.9,5.4,61.48518981,72.25740741,0.256259771
P-n55-k10,7,TIME,10,19.8,0.98,2796.6,2810.308456,145.3,2.727272727,52.04274918,51.78888889,0.051955947
P-n55-k10,7,DIST,10,11.7,0.17,3234.8,2199.846931,1140.7,4.615384615,40.73790613,59.9037037,0.352633857
P-n55-k10,7,IDLE,10,54,4.4,3876,3662.50841,0,1,67.82422982,71.77777778,0
P-n55-k15,7,ROUTES,15,17,0.133333333,4187.7,3331.931231,1156.7,3.176470588,61.70243021,77.55,0.276213673
P-n55-k15,7,TIME,15,25.3,0.686666667,2905.6,2886.389378,96.7,2.134387352,53.45165514,53.80740741,0.033280562
P-n55-k15,7,DIST,15,19.6,0.306666667,3981.6,2434.557543,1583.6,2.755102041,45.08439894,73.73333333,0.397729556
P-n55-k15,7,IDLE,15,54,2.6,3876,3662.50841,0,1,67.82422982,71.77777778,0
P-n60-k10,7,ROUTES,10,11,0.1,4338.8,3755.900968,1054.5,5.363636364,63.65933844,73.53898305,0.24303955
P-n60-k10,7,TIME,10,18.3,0.83,3098.3,3089.806628,212.1,3.224043716,52.36960386,52.51355932,0.068456896
P-n60-k10,7,DIST,10,13.1,0.31,3596.3,2572.938991,1179.8,4.503816794,43.60913544,60.95423729,0.328059394
P-n60-k10,7,IDLE,10,59,4.9,4391,4157.896323,0,1,70.47281903,74.42372881,0
P-n60-k15,7,ROUTES,15,16,0.066666667,4640.2,3802.012992,1250,3.6875,64.44089817,78.64745763,0.26938494
P-n60-k15,7,TIME,15,22.7,0.513333333,3307,3308.779923,202.2,2.599118943,56.08101564,56.05084746,0.06114303
P-n60-k15,7,DIST,15,20,0.333333333,4044.3,2707.230094,1406.5,2.95,45.88525584,68.54745763,0.347773409
P-n60-k15,7,IDLE,15,59,2.933333333,4393,4161.063309,0,1,70.52649676,74.45762712,0
P-n65-k10,7,ROUTES,10,10.9,0.09,4776.2,4215.165356,1125.9,5.871559633,65.86195868,74.628125,0.235731335
P-n65-k10,7,TIME,10,19.1,0.91,3569,3623.437738,222.9,3.35078534,56.61621466,55.765625,0.062454469
P-n65-k10,7,DIST,10,13.5,0.35,4299.6,2869.998294,1627.3,4.740740741,44.84372334,67.18125,0.378477068
P-n65-k10,7,IDLE,10,64,5.4,4908,4656.765569,0,1,72.76196202,76.6875,0
P-n70-k10,7,ROUTES,10,11.7,0.17,5201.1,4573.581942,1248.3,5.897435897,66.28379627,75.37826087,0.240006922
P-n70-k10,7,TIME,10,19.8,0.98,3874.1,3893.61817,299.1,3.484848485,56.42924884,56.14637681,0.077205028
P-n70-k10,7,DIST,10,14.3,0.43,4681.4,3164.315196,1745.1,4.825174825,45.85964052,67.84637681,0.372773102
P-n70-k10,7,IDLE,10,69,5.9,5283,5010.424999,0,1,72.61485505,76.56521739,0
P-n76-k4,7,ROUTES,4,9.4,1.35,5192,4702.039796,1143.3,7.978723404,62.69386395,69.22666667,0.22020416
P-n76-k4,7,TIME,4,19.6,3.9,4250.4,4258.141923,369.9,3.826530612,56.77522564,56.672,0.087027103
P-n76-k4,7,DIST,4,13.1,2.275,4990.6,3461.600173,1818.4,5.72519084,46.15466897,66.54133333,0.364365006
P-n76-k4,7,IDLE,4,75,17.75,5739,5446.285183,0,1,72.61713577,76.52,0
P-n76-k5,7,ROUTES,5,9.5,0.9,5318.7,4910.344362,1123.7,7.894736842,65.47125816,70.916,0.211273431
P-n76-k5,7,TIME,5,18.4,2.68,4169.7,4195.698643,377.9,4.076086957,55.94264858,55.596,0.090630021
P-n76-k5,7,DIST,5,11.5,1.3,4810.7,3406.390045,1705.8,6.52173913,45.41853394,64.14266667,0.354584572
P-n76-k5,7,IDLE,5,75,14,5739,5446.285183,0,1,72.61713577,76.52,0
P-n101-k4,7,ROUTES,4,12.8,2.2,7076.7,6414.475357,1565.7,7.8125,64.14475357,70.767,0.221247191
P-n101-k4,7,TIME,4,28.6,6.15,6052.8,5874.02955,684,3.496503497,58.7402955,60.528,0.113005551
P-n101-k4,7,DIST,4,17.9,3.475,6976.6,5062.239017,2400.6,5.586592179,50.62239017,69.766,0.344093111
P-n101-k4,7,IDLE,4,100,24,7874,7484.133932,0,1,74.84133932,78.74,0
A-n32-k5,8,ROUTES,5,5,0,3435.9,3730.771854,264.9,6.2,120.3474792,110.8354839,0.077097704
A-n32-k5,8,TIME,5,6.5,0.3,2518.4,2960.937568,347.5,4.769230769,95.51411508,81.23870968,0.137984435
A-n32-k5,8,DIST,5,5.5,0.1,2683.4,2416.27088,505.8,5.636363636,77.94422194,86.56129032,0.188492211
A-n32-k5,8,IDLE,5,28.5,4.7,5515.7,5477.128745,0,1.087719298,176.6815724,177.9258065,0
A-n33-k5,8,ROUTES,5,5.1,0.02,2838.9,2965.967195,321.8,6.274509804,92.68647483,88.715625,0.113353764
A-n33-k5,8,TIME,5,7,0.4,2110.1,2230.824808,115,4.571428571,69.71327524,65.940625,0.054499787
A-n33-k5,8,DIST,5,7.6,0.52,2457.9,1935.985736,654.3,4.210526316,60.49955426,76.809375,0.266202856
A-n33-k5,8,IDLE,5,31,5.2,4006.6,3920.542099,0,1.032258065,122.5169406,125.20625,0
A-n33-k6,8,ROUTES,6,6,0,2953.3,3019.037669,380.3,5.333333333,94.34492715,92.290625,0.128771205
A-n33-k6,8,TIME,6,8.6,0.433333333,2114.6,2271.877616,48.8,3.720930233,70.9961755,66.08125,0.023077651
A-n33-k6,8,DIST,6,7.7,0.283333333,2221.5,1865.21961,481.7,4.155844156,58.2881128,69.421875,0.216835472
A-n33-k6,8,IDLE,6,32,4.333333333,3944,3816.139836,0,1,119.2543699,123.25,0
A-n34-k5,8,ROUTES,5,5.5,0.1,3127.1,3394.977005,233.6,6,102.878091,94.76060606,0.0747018
A-n34-k5,8,TIME,5,6.3,0.26,2329,2508.861166,104.7,5.238095238,76.02609593,70.57575758,0.044954916
A-n34-k5,8,DIST,5,5.9,0.18,2492,2181.913794,492.6,5.593220339,66.11859981,75.51515152,0.197672552
A-n34-k5,8,IDLE,5,33,5.6,4869,4732.698995,0,1,143.4151211,147.5454545,0
A-n36-k5,8,ROUTES,5,5.3,0.06,3328.3,3655.275997,217,6.603773585,104.4364571,95.09428571,0.06519845
A-n36-k5,8,TIME,5,6.2,0.24,2825.8,3095.047866,266.2,5.64516129,88.42993903,80.73714286,0.094203411
A-n36-k5,8,DIST,5,6.3,0.26,2948.1,2575.516589,629.3,5.555555556,73.58618825,84.23142857,0.213459516
A-n36-k5,8,IDLE,5,35,6,5985,5844.826674,0,1,166.9950478,171,0
A-n37-k5,8,ROUTES,5,5.1,0.02,3101.2,3372.438546,419,7.058823529,93.67884849,86.14444444,0.13510899
A-n37-k5,8,TIME,5,7.6,0.52,2338.5,2555.655376,90.2,4.736842105,70.99042711,64.95833333,0.038571734
A-n37-k5,8,DIST,5,7.4,0.48,2511.9,2084.13105,597.1,4.864864865,57.89252917,69.775,0.237708508
A-n37-k5,8,IDLE,5,34.4,5.88,4221.9,4118.242359,0,1.046511628,114.3956211,117.275,0
A-n37-k6,8,ROUTES,6,7,0.166666667,3808.2,3961.387421,419.1,5.142857143,110.0385395,105.7833333,0.110051993
A-n37-k6,8,TIME,6,9.1,0.516666667,2922.4,3149.56969,105.1,3.956043956,87.48804693,81.17777778,0.035963592
A-n37-k6,8,DIST,6,8,0.333333333,3100.9,2804.030914,542.5,4.5,77.88974762,86.13611111,0.174949208
A-n37-k6,8,IDLE,6,36,5,5862,5718.268525,0,1,158.8407924,162.8333333,0
A-n38-k5,8,ROUTES,5,6,0.2,3427.9,3679.441091,455.4,6.166666667,99.4443538,92.64594595,0.132851017
A-n38-k5,8,TIME,5,8,0.6,2591.9,2856.352921,200.5,4.625,77.19872758,70.05135135,0.077356379
A-n38-k5,8,DIST,5,7.5,0.5,2979.7,2321.821108,852.6,4.933333333,62.75192184,80.53243243,0.286136188
A-n38-k5,8,IDLE,5,35.4,6.08,4699,4587.082075,0,1.04519774,123.9751912,127,0
A-n39-k5,8,ROUTES,5,6,0.2,3740.7,3868.935706,434.2,6.333333333,101.8140975,98.43947368,0.116074532
A-n39-k5,8,TIME,5,7.3,0.46,2935.8,3214.528255,129.1,5.205479452,84.59284881,77.25789474,0.043974385
A-n39-k5,8,DIST,5,7.6,0.52,3355.5,2695.087888,912.6,5,70.92336548,88.30263158,0.27197139
A-n39-k5,8,IDLE,5,38,6.6,5572,5427.382144,0,1,142.8258459,146.6315789,0
A-n39-k6,8,ROUTES,6,6.8,0.133333333,3990.4,4168.213404,461,5.588235294,109.6898264,105.0105263,0.115527265
A-n39-k6,8,TIME,6,9.2,0.533333333,2875.2,3256.773206,260.6,4.130434783,85.70455806,75.66315789,0.090637173
A-n39-k6,8,DIST,6,8.2,0.366666667,3114.2,2543.528177,803,4.634146341,66.93495204,81.95263158,0.257851134
A-n39-k6,8,IDLE,6,36.5,5.083333333,5301.1,5183.464631,0,1.04109589,136.406964,139.5026316,0
A-n44-k7,8,ROUTES,7,7,0,4230.4,4468.165437,441.2,6.142857143,103.9108241,98.38139535,0.104292738
A-n44-k7,8,TIME,7,8.6,0.228571429,3452.1,3703.08168,217.4,5,86.11817861,80.28139535,0.062976159
A-n44-k7,8,DIST,7,7.8,0.114285714,3639.8,3127.080508,822.9,5.512820513,72.72280251,84.64651163,0.226083851
A-n44-k7,8,IDLE,7,43,5.142857143,6423,6253.218087,0,1,145.4236764,149.372093,0
A-n45-k6,8,ROUTES,6,7.8,0.3,4678,5116.962056,492.4,5.641025641,116.2945922,106.3181818,0.105258658
A-n45-k6,8,TIME,6,10.3,0.716666667,3527,4408.983103,569.9,4.27184466,100.2041614,80.15909091,0.161582081
A-n45-k6,8,DIST,6,9.9,0.65,3807.4,3345.457966,777.9,4.444444444,76.0331356,86.53181818,0.204312654
A-n45-k6,8,IDLE,6,44,6.333333333,6600,6426.665157,0,1,146.0605717,150,0
A-n45-k7,8,ROUTES,7,7.7,0.1,4675.7,4796.712538,531.4,5.714285714,109.0161941,106.2659091,0.113651432
A-n45-k7,8,TIME,7,8.6,0.228571429,3924.4,4205.277051,232,5.11627907,95.57447842,89.19090909,0.059117317
A-n45-k7,8,DIST,7,8.9,0.271428571,4279.7,3781.825362,857.6,4.943820225,85.95057641,97.26590909,0.200387878
A-n45-k7,8,IDLE,7,44,5.285714286,7842,7671.427863,0,1,174.3506332,178.2272727,0
A-n46-k7,8,ROUTES,7,7.6,0.085714286,4583.5,4583.712981,661.8,5.921052632,101.8602885,101.8555556,0.144387477
A-n46-k7,8,TIME,7,9.1,0.3,3358.7,3675.846677,267.7,4.945054945,81.68548171,74.63777778,0.079703457
A-n46-k7,8,DIST,7,9.9,0.414285714,3547.7,3030.515676,764.2,4.545454545,67.3447928,78.83777778,0.215407165
A-n46-k7,8,IDLE,7,45,5.428571429,6241,6059.924364,0,1,134.6649859,138.6888889,0
A-n48-k7,8,ROUTES,7,8,0.142857143,5089.3,5400.137051,489.8,5.875,114.896533,108.2829787,0.096241133
A-n48-k7,8,TIME,7,8.6,0.228571429,4240.9,4717.23082,339,5.465116279,100.3666132,90.23191489,0.079935863
A-n48-k7,8,DIST,7,8.4,0.2,4127,3843.608819,707.8,5.595238095,81.77891105,87.80851064,0.171504725
A-n48-k7,8,IDLE,7,44.5,5.357142857,8100.7,7982.00468,0,1.056179775,169.8298868,172.3553191,0
A-n53-k7,8,ROUTES,7,8.8,0.257142857,5383.2,5592.271629,631.5,5.909090909,107.5436852,103.5230769,0.117309407
A-n53-k7,8,TIME,7,10.9,0.557142857,4327.6,4633.208765,401,4.770642202,89.10016856,83.22307692,0.092661059
A-n53-k7,8,DIST,7,10.8,0.542857143,4548.7,3961.91746,974.9,4.814814815,76.19072038,87.475,0.214324972
A-n53-k7,8,IDLE,7,52,6.428571429,7740,7539.76801,0,1,144.9955387,148.8461538,0
A-n54-k7,8,ROUTES,7,9,0.285714286,5679.5,6032.95338,652,5.888888889,113.8293091,107.1603774,0.114798838
A-n54-k7,8,TIME,7,10.8,0.542857143,4904.4,5346.176341,498.9,4.907407407,100.8712517,92.53584906,0.101724982
A-n54-k7,8,DIST,7,10.8,0.542857143,5045.6,4569.481111,959.2,4.907407407,86.21662474,95.2,0.190106231
A-n54-k7,8,IDLE,7,53,6.571428571,8869,8662.381873,0,1,163.4411674,167.3396226,0
A-n55-k9,8,ROUTES,9,10,0.111111111,5179.8,5369.928288,598.6,5.4,99.44311644,95.92222222,0.115564308
A-n55-k9,8,TIME,9,13.6,0.511111111,4151.6,4339.780385,273.7,3.970588235,80.36630343,76.88148148,0.06592639
A-n55-k9,8,DIST,9,12.3,0.366666667,4511.8,3695.427056,1138.8,4.390243902,68.43383437,83.55185185,0.252404805
A-n55-k9,8,IDLE,9,54,5,6786,6566.599187,0,1,121.6036886,125.6666667,0
A-n60-k9,8,ROUTES,9,10.1,0.122222222,6065.6,6470.272318,569.6,5.841584158,109.6656325,102.8067797,0.093906621
A-n60-k9,8,TIME,9,11.3,0.255555556,5416,5901.540166,292.5,5.221238938,100.0261045,91.79661017,0.054006647
A-n60-k9,8,DIST,9,12.4,0.377777778,5626.9,5203.577336,1012,4.758064516,88.19622603,95.37118644,0.179850362
A-n60-k9,8,IDLE,9,59,5.555555556,9723,9494.652595,0,1,160.9263152,164.7966102,0
A-n61-k9,8,ROUTES,9,10.5,0.166666667,5440.9,5529.467097,739.9,5.714285714,92.15778495,90.68166667,0.135988531
A-n61-k9,8,TIME,9,15,0.666666667,4322.3,4605.761368,216.6,4,76.76268947,72.03833333,0.050112209
A-n61-k9,8,DIST,9,13.5,0.5,4781.1,3918.058127,1214.2,4.444444444,65.30096878,79.685,0.253958294
A-n61-k9,8,IDLE,9,60,5.666666667,6942,6706.311698,0,1,111.7718616,115.7,0
A-n62-k8,8,ROUTES,8,9.8,0.225,6350,6805.348563,536,6.224489796,111.5630912,104.0983607,0.084409449
A-n62-k8,8,TIME,8,10.9,0.3625,5798.9,6354.868921,489.8,5.596330275,104.178179,95.06393443,0.084464295
A-n62-k8,8,DIST,8,11.4,0.425,6017,5905.488412,855,5.350877193,96.81128544,98.63934426,0.142097391
A-n62-k8,8,IDLE,8,61,6.625,10901,10659.26812,0,1,174.7421003,178.704918,0
A-n63-k9,8,ROUTES,9,10.9,0.211111111,7017.1,7469.106953,583.2,5.688073394,120.469467,113.1790323,0.083111257
A-n63-k9,8,TIME,9,11.9,0.322222222,6300.4,6850.533767,327.6,5.210084034,110.4924801,101.6193548,0.051996699
A-n63-k9,8,DIST,9,12.4,0.377777778,6575.2,6536.589961,805.4,5,105.4288703,106.0516129,0.122490571
A-n63-k9,8,IDLE,9,62,5.888888889,13322,13082.90734,0,1,211.0146345,214.8709677,0
A-n63-k10,8,ROUTES,10,11.1,0.11,6276.8,6530.227788,714.4,5.585585586,105.3262546,101.2387097,0.113815957
A-n63-k10,8,TIME,10,13,0.3,5314.4,5570.445915,428.2,4.769230769,89.84590185,85.71612903,0.080573536
A-n63-k10,8,DIST,10,13.1,0.31,5656.1,4954.645289,1182.2,4.732824427,79.91363369,91.22741935,0.209013278
A-n63-k10,8,IDLE,10,62,5.2,8888,8641.685203,0,1,139.3820194,143.3548387,0
A-n64-k9,8,ROUTES,9,10.4,0.155555556,6151.6,6456.85274,590,6.057692308,102.489726,97.64444444,0.095910007
A-n64-k9,8,TIME,9,11.6,0.288888889,5821.7,6164.611374,461.4,5.431034483,97.85097418,92.40793651,0.0792552
A-n64-k9,8,DIST,9,11.8,0.311111111,6150.8,5855.866441,960.6,5.338983051,92.95026097,97.63174603,0.156174807
A-n64-k9,8,IDLE,9,63,6,11689,11448.13067,0,1,181.7163598,185.5396825,0
A-n65-k9,8,ROUTES,9,11,0.222222222,6489.1,6949.497616,632.8,5.818181818,108.5859003,101.3921875,0.097517375
A-n65-k9,8,TIME,9,15,0.666666667,5420.8,5916.787841,253.3,4.266666667,92.44981001,84.7,0.04672742
A-n65-k9,8,DIST,9,13,0.444444444,5431.1,4888.165829,1061.1,4.923076923,76.37759108,84.8609375,0.195374786
A-n65-k9,8,IDLE,9,64,6.111111111,8836,8584.405465,0,1,134.1313354,138.0625,0
A-n69-k9,8,ROUTES,9,11,0.222222222,6521,7040.613813,606.8,6.181818182,103.5384384,95.89705882,0.093053213
A-n69-k9,8,TIME,9,13.5,0.5,5258.7,5770.152231,527.9,5.037037037,84.85517987,77.33382353,0.100386027
A-n69-k9,8,DIST,9,13.9,0.544444444,5618.9,4984.539166,1172.1,4.892086331,73.30204656,82.63088235,0.208599548
A-n69-k9,8,IDLE,9,68,6.555555556,8538,8270.664106,0,1,121.6274133,125.5588235,0
A-n80-k10,8,ROUTES,10,12.5,0.25,8595.7,9000.131258,805.7,6.32,113.9257121,108.8063291,0.093732913
A-n80-k10,8,TIME,10,13.3,0.33,7990.7,8585.087352,556.9,5.939849624,108.6719918,101.1481013,0.069693519
A-n80-k10,8,DIST,10,14.1,0.41,8369.1,8207.908028,1132.1,5.602836879,103.89757,105.9379747,0.135271415
A-n80-k10,8,IDLE,10,79,6.9,17037,16730.71287,0,1,211.7811756,215.6582278,0
B-n31-k5,8,ROUTES,5,5,0,2571.4,2256.397146,514.3,6,75.21323822,85.71333333,0.200007778
B-n31-k5,8,TIME,5,5.2,0.04,1971.9,2021.941649,120.7,5.769230769,67.39805496,65.73,0.061210001
B-n31-k5,8,DIST,5,5.1,0.02,2323.2,1746.698479,658,5.882352941,58.22328263,77.44,0.283230028
B-n31-k5,8,IDLE,5,30,5,5400,5283.500043,0,1,176.1166681,180,0
B-n34-k5,8,ROUTES,5,5.4,0.08,3037.4,3110.812103,317,6.111111111,94.26703343,92.04242424,0.104365576
B-n34-k5,8,TIME,5,6,0.2,2428.9,2612.586891,204.9,5.5,79.16929972,73.6030303,0.084359175
B-n34-k5,8,DIST,5,6.6,0.32,2796.3,2337.962705,600.9,5,70.8473547,84.73636364,0.214891106
B-n34-k5,8,IDLE,5,31.8,5.36,6051.5,5958.658223,0,1.037735849,180.5654007,183.3787879,0
B-n35-k5,8,ROUTES,5,6,0.2,4136.4,4501.251778,278.3,5.666666667,132.3897582,121.6588235,0.067280727
B-n35-k5,8,TIME,5,6,0.2,3123.5,3454.352619,348,5.666666667,101.5986064,91.86764706,0.111413478
B-n35-k5,8,DIST,5,6.3,0.26,3192.3,2903.756318,528.1,5.396825397,85.4045976,93.89117647,0.165429314
B-n35-k5,8,IDLE,5,26.9,4.38,6934.5,7018.255858,0,1.26394052,206.4192899,203.9558824,0
B-n38-k6,8,ROUTES,6,6,0,3559,3792.978969,330.3,6.166666667,102.5129451,96.18918919,0.092806968
B-n38-k6,8,TIME,6,7.1,0.183333333,2746.3,2896.318616,148.6,5.211267606,78.27888151,74.22432432,0.054109165
B-n38-k6,8,DIST,6,7.5,0.25,2839.7,2255.942501,710,4.933333333,60.97141894,76.74864865,0.250026411
B-n38-k6,8,IDLE,6,35.7,4.95,5994.3,5879.553887,0,1.036414566,158.9068618,162.0081081,0
B-n39-k5,8,ROUTES,5,5.9,0.18,3582.7,3823.981167,500.7,6.440677966,100.6310833,94.28157895,0.139754933
B-n39-k5,8,TIME,5,6.6,0.32,2368.5,2366.935332,244.7,5.757575758,62.28777189,62.32894737,0.103314334
B-n39-k5,8,DIST,5,6.4,0.28,2695.9,1983.681628,846.8,5.9375,52.20214811,70.94473684,0.314106606
B-n39-k5,8,IDLE,5,38,6.6,5500,5348.803022,0,1,140.7579743,144.7368421,0
B-n41-k6,8,ROUTES,6,7,0.166666667,4191.2,4269.877339,515.9,5.714285714,106.7469335,104.78,0.123091239
B-n41-k6,8,TIME,6,9,0.5,3046.4,3133.449732,211.2,4.444444444,78.3362433,76.16,0.069327731
B-n41-k6,8,DIST,6,8.1,0.35,3277.8,2522.330929,941.4,4.938271605,63.05827322,81.945,0.287204833
B-n41-k6,8,IDLE,6,40,5.666666667,6278,6124.614931,0,1,153.1153733,156.95,0
B-n43-k6,8,ROUTES,6,6.2,0.033333333,3411.3,3444.971477,452.6,6.774193548,82.0231304,81.22142857,0.132676692
B-n43-k6,8,TIME,6,7.7,0.283333333,2852,2999.325194,205.4,5.454545455,71.41250462,67.9047619,0.072019635
B-n43-k6,8,DIST,6,8.4,0.4,2989.5,2529.201243,655,5,60.21907722,71.17857143,0.219100184
B-n43-k6,8,IDLE,6,42,6,5764,5599.974347,0,1,133.3327225,137.2380952,0
B-n44-k7,8,ROUTES,7,7.9,0.128571429,4130.7,4282.432091,416.7,5.443037975,99.59144398,96.0627907,0.100878786
B-n44-k7,8,TIME,7,8.9,0.271428571,3293.5,3458.241351,211.9,4.831460674,80.42421747,76.59302326,0.064338849
B-n44-k7,8,DIST,7,9,0.285714286,3596.8,3006.82188,824.7,4.777777778,69.92609023,83.64651163,0.229287144
B-n44-k7,8,IDLE,7,43,5.142857143,6829,6655.361454,0,1,154.7758478,158.8139535,0
B-n45-k5,8,ROUTES,5,7,0.4,4290,4398.722361,565.1,6.285714286,99.97096275,97.5,0.131724942
